#A_id	B_id	A_length	B_length	A_qcovhsp	B_qcovhsp	length	pident	bitscore
lcl|NC_000913.3_prot_NP_417100.1_2582	lcl|NC_017632.1_prot_WP_000256450.1_717	82	82	100	100	82	100.000	167
lcl|NC_000913.3_prot_NP_417101.1_2583	lcl|NC_017632.1_prot_WP_000460035.1_716	453	453	100	100	453	100.000	911
lcl|NC_000913.3_prot_NP_417102.4_2584	lcl|NC_017632.1_prot_WP_001338897.1_715	263	263	100	100	263	100.000	529
lcl|NC_000913.3_prot_YP_026171.3_2585	lcl|NC_017632.1_prot_WP_077634785.1_714	428	428	100	100	428	99.766	860
lcl|NC_000913.3_prot_NP_417104.1_2586	lcl|NC_017632.1_prot_WP_001332400.1_713	197	197	99	99	196	99.490	391
lcl|NC_000913.3_prot_NP_417105.1_2587	lcl|NC_017632.1_prot_WP_001059176.1_712	292	292	100	100	292	99.658	605
lcl|NC_000913.3_prot_YP_026172.1_2588	lcl|NC_017632.1_prot_WP_000880938.1_711	553	553	100	100	553	99.096	1119
lcl|NC_000913.3_prot_NP_417107.2_2589	lcl|NC_017632.1_prot_WP_001203437.1_710	113	113	100	100	113	100.000	235
lcl|NC_000913.3_prot_NP_417108.4_2590	lcl|NC_017632.1_prot_WP_001117834.1_709	96	96	100	100	96	98.958	190
lcl|NC_000913.3_prot_NP_417109.1_2591	lcl|NC_017632.1_prot_WP_001339419.1_708	158	145	92	100	145	98.621	300
lcl|NC_000913.3_prot_NP_417110.1_2592	lcl|NC_017632.1_prot_WP_000162574.1_707	160	160	100	100	160	100.000	332
lcl|NC_000913.3_prot_NP_417122.1_2604	lcl|NC_017632.1_prot_WP_001175160.1_4332	273	272	99	99	271	73.432	416
lcl|NC_000913.3_prot_NP_417130.1_2611	lcl|NC_017632.1_prot_WP_001542276.1_2400	152	157	89	87	137	74.453	221
lcl|NC_000913.3_prot_NP_417145.4_2619	lcl|NC_017632.1_prot_WP_000993117.1_645	325	325	100	100	325	96.923	659
lcl|NC_000913.3_prot_NP_417146.2_2620	lcl|NC_017632.1_prot_WP_000271879.1_644	422	422	100	100	422	97.393	854
lcl|NC_000913.3_prot_NP_417147.1_2621	lcl|NC_017632.1_prot_WP_000772886.1_643	482	482	100	100	482	98.340	971
lcl|NC_000913.3_prot_NP_417148.1_2622	lcl|NC_017632.1_prot_WP_001332373.1_642	426	426	100	100	426	98.357	859
lcl|NC_000913.3_prot_NP_417149.1_2623	lcl|NC_017632.1_prot_WP_001298180.1_641	466	466	100	100	466	98.927	926
lcl|NC_000913.3_prot_NP_417150.4_2624	lcl|NC_017632.1_prot_WP_000156818.1_640	220	220	100	100	220	99.091	447
lcl|NC_000913.3_prot_NP_417151.1_2625	lcl|NC_017632.1_prot_WP_000522415.1_639	149	149	100	100	149	100.000	302
lcl|NC_000913.3_prot_NP_417152.1_2626	lcl|NC_017632.1_prot_WP_000508177.1_638	52	52	100	100	52	100.000	101
lcl|NC_000913.3_prot_NP_417153.1_2627	lcl|NC_017632.1_prot_WP_000137280.1_637	99	99	100	100	99	100.000	199
lcl|NC_000913.3_prot_NP_417154.1_2628	lcl|NC_017632.1_prot_636	174	174	100	100	174	98.276	345
lcl|NC_000913.3_prot_NP_417155.1_2629	lcl|NC_017632.1_prot_WP_000115378.1_635	134	134	100	100	134	98.507	268
lcl|NC_000913.3_prot_NP_417156.1_2630	lcl|NC_017632.1_prot_WP_000492658.1_634	149	149	100	100	149	99.329	303
lcl|NC_000913.3_prot_NP_417157.1_2631	lcl|NC_017632.1_prot_WP_000281320.1_633	114	114	100	100	114	100.000	236
lcl|NC_000913.3_prot_NP_417158.4_2632	lcl|NC_017632.1_prot_WP_001295174.1_632	109	109	100	100	109	100.000	222
lcl|NC_000913.3_prot_NP_417159.1_2633	lcl|NC_017632.1_prot_WP_001223227.1_629	81	81	100	100	81	100.000	171
lcl|NC_000913.3_prot_NP_417160.1_2634	lcl|NC_017632.1_prot_WP_000080951.1_628	136	136	100	100	136	99.265	277
lcl|NC_000913.3_prot_NP_417161.1_2635	lcl|NC_017632.1_prot_WP_000246589.1_627	714	714	100	100	714	98.319	1467
lcl|NC_000913.3_prot_NP_417162.1_2636	lcl|NC_017632.1_prot_WP_000777930.1_626	319	319	100	100	319	97.806	650
lcl|NC_000913.3_prot_NP_417163.1_2637	lcl|NC_017632.1_prot_WP_000985490.1_625	400	400	100	100	400	99.750	806
lcl|NC_000913.3_prot_NP_417164.1_2638	lcl|NC_017632.1_prot_WP_000774980.1_624	354	354	100	100	354	99.435	687
lcl|NC_000913.3_prot_NP_417165.1_2639	lcl|NC_017632.1_prot_WP_001216530.1_623	330	330	100	100	330	99.394	677
lcl|NC_000913.3_prot_NP_417167.1_2640	lcl|NC_017632.1_prot_WP_000445651.1_621	245	245	100	100	245	100.000	488
lcl|NC_000913.3_prot_NP_417168.1_2641	lcl|NC_017632.1_prot_WP_000119759.1_620	111	111	100	100	111	98.198	217
lcl|NC_000913.3_prot_NP_417169.1_2642	lcl|NC_017632.1_prot_WP_000378442.1_619	176	176	100	100	176	100.000	361
lcl|NC_000913.3_prot_NP_417170.1_2643	lcl|NC_017632.1_prot_WP_001295175.1_618	390	390	100	100	390	99.744	791
lcl|NC_000913.3_prot_NP_417171.1_2644	lcl|NC_017632.1_prot_WP_001296316.1_617	512	512	100	100	512	99.805	1028
lcl|NC_000913.3_prot_NP_417172.1_2645	lcl|NC_017632.1_prot_WP_001130211.1_614	171	171	100	100	171	100.000	360
lcl|NC_000913.3_prot_NP_417173.1_2646	lcl|NC_017632.1_prot_WP_000611804.1_613	518	518	100	100	518	100.000	1077
lcl|NC_000913.3_prot_NP_417174.1_2647	lcl|NC_017632.1_prot_WP_001314070.1_612	142	137	89	91	127	94.488	231
lcl|NC_000913.3_prot_NP_417175.1_2648	lcl|NC_017632.1_prot_WP_000273309.1_611	188	188	100	100	188	98.404	382
lcl|NC_000913.3_prot_NP_417176.1_2649	lcl|NC_017632.1_prot_WP_000906486.1_610	61	61	100	100	61	100.000	122
lcl|NC_000913.3_prot_NP_417177.1_2650	lcl|NC_017632.1_prot_WP_000047209.1_609	876	876	100	100	876	99.543	1797
lcl|NC_000913.3_prot_NP_417178.1_2651	lcl|NC_017632.1_prot_WP_000140506.1_608	166	166	100	100	166	99.398	341
lcl|NC_000913.3_prot_NP_417179.1_2652	lcl|NC_017632.1_prot_WP_000963143.1_607	353	353	100	100	353	100.000	717
lcl|NC_000913.3_prot_NP_417180.1_2653	lcl|NC_017632.1_prot_WP_000132237.1_606	165	165	100	100	165	99.394	333
lcl|NC_000913.3_prot_NP_417181.1_2654	lcl|NC_017632.1_prot_WP_000476837.1_605	361	361	100	100	361	99.446	747
lcl|NC_000913.3_prot_YP_026180.1_2655	lcl|NC_017632.1_prot_WP_000573324.1_604	187	187	100	100	187	99.465	379
lcl|NC_000913.3_prot_YP_026181.1_2656	lcl|NC_017632.1_prot_WP_000196936.1_603	319	319	100	100	319	98.746	629
lcl|NC_000913.3_prot_NP_417184.1_2657	lcl|NC_017632.1_prot_WP_000216203.1_602	123	123	100	100	123	98.374	249
lcl|NC_000913.3_prot_NP_417185.1_2658	lcl|NC_017632.1_prot_WP_001077351.1_601	259	259	100	100	259	99.228	521
lcl|NC_000913.3_prot_NP_417186.1_2659	lcl|NC_017632.1_prot_WP_000252912.1_600	119	119	100	100	119	99.160	239
lcl|NC_000913.3_prot_NP_417187.1_2660	lcl|NC_017632.1_prot_WP_000804544.1_599	257	257	100	100	257	99.611	528
lcl|NC_000913.3_prot_NP_417188.4_2661	lcl|NC_017632.1_prot_WP_001287399.1_598	321	321	100	100	321	98.131	636
lcl|NC_000913.3_prot_NP_417189.2_2662	lcl|NC_017632.1_prot_WP_000010727.1_597	504	504	100	100	504	98.611	999
lcl|NC_000913.3_prot_NP_417190.1_2663	lcl|NC_017632.1_prot_WP_000029638.1_596	479	479	100	100	479	98.956	999
lcl|NC_000913.3_prot_NP_417191.1_2664	lcl|NC_017632.1_prot_WP_000064713.1_595	377	377	100	100	377	97.878	753
lcl|NC_000913.3_prot_NP_417192.1_2665	lcl|NC_017632.1_prot_WP_001350159.1_594	750	750	100	100	750	98.133	1509
lcl|NC_000913.3_prot_NP_417193.1_2666	lcl|NC_017632.1_prot_WP_001078777.1_593	175	175	100	100	175	100.000	355
lcl|NC_000913.3_prot_NP_417194.2_2667	lcl|NC_017632.1_prot_WP_024174326.1_592	336	336	100	100	336	97.917	676
lcl|NC_000913.3_prot_YP_026182.1_2668	lcl|NC_017632.1_prot_WP_001107898.1_591	485	485	100	100	485	97.526	940
lcl|NC_000913.3_prot_NP_417196.1_2669	lcl|NC_017632.1_prot_WP_000110376.1_590	474	474	100	100	474	97.468	975
lcl|NC_000913.3_prot_NP_417197.1_2670	lcl|NC_017632.1_prot_WP_000132954.1_587	156	156	100	100	156	99.359	315
lcl|NC_000913.3_prot_NP_417198.1_2671	lcl|NC_017632.1_prot_WP_001291913.1_586	136	136	100	100	136	98.529	282
lcl|NC_000913.3_prot_NP_417199.1_2672	lcl|NC_017632.1_prot_WP_000067399.1_585	255	255	100	100	255	99.216	523
lcl|NC_000913.3_prot_NP_417200.1_2673	lcl|NC_017632.1_prot_WP_000493797.1_584	180	180	100	100	180	98.333	369
lcl|NC_000913.3_prot_NP_417201.1_2674	lcl|NC_017632.1_prot_WP_001288134.1_583	569	569	100	100	569	99.824	1184
lcl|NC_000913.3_prot_NP_417202.1_2675	lcl|NC_017632.1_prot_WP_000115214.1_582	307	307	100	100	307	99.023	597
lcl|NC_000913.3_prot_NP_417203.1_2676	lcl|NC_017632.1_prot_WP_001274444.1_581	608	608	100	100	608	99.507	1187
lcl|NC_000913.3_prot_NP_417204.1_2677	lcl|NC_017632.1_prot_WP_001079195.1_580	203	203	100	100	203	99.015	413
lcl|NC_000913.3_prot_NP_417205.1_2678	lcl|NC_017632.1_prot_WP_000158061.1_579	153	153	100	100	153	99.346	320
lcl|NC_000913.3_prot_NP_417206.1_2679	lcl|NC_017632.1_prot_WP_001299100.1_578	116	116	100	100	116	100.000	234
lcl|NC_000913.3_prot_NP_417207.1_2680	lcl|NC_017632.1_prot_WP_000337654.1_577	290	290	100	100	290	99.655	601
lcl|NC_000913.3_prot_NP_417208.1_2681	lcl|NC_017632.1_prot_WP_000334881.1_576	90	90	100	100	90	100.000	184
lcl|NC_000913.3_prot_NP_417209.1_2682	lcl|NC_017632.1_prot_WP_001212973.1_575	373	373	100	100	373	99.464	774
lcl|NC_000913.3_prot_NP_417210.2_2683	lcl|NC_017632.1_prot_WP_001059916.1_574	336	336	100	100	336	99.702	673
lcl|NC_000913.3_prot_NP_417211.1_2684	lcl|NC_017632.1_prot_WP_000122674.1_573	692	692	100	100	692	99.133	1413
lcl|NC_000913.3_prot_NP_417212.1_2685	lcl|NC_017632.1_prot_WP_000015486.1_571	117	114	97	100	114	98.246	230
lcl|NC_000913.3_prot_NP_417213.1_2686	lcl|NC_017632.1_prot_WP_000103864.1_570	853	853	100	100	853	99.297	1738
lcl|NC_000913.3_prot_NP_417215.2_2688	lcl|NC_017632.1_prot_WP_001296319.1_566	255	255	100	100	255	98.431	511
lcl|NC_000913.3_prot_NP_417216.1_2689	lcl|NC_017632.1_prot_WP_000847997.1_565	302	302	100	100	302	98.675	593
lcl|NC_000913.3_prot_NP_417217.1_2690	lcl|NC_017632.1_prot_WP_000590420.1_564	388	420	99	91	384	98.698	777
lcl|NC_000913.3_prot_NP_417218.1_2691	lcl|NC_017632.1_prot_WP_001279003.1_563	212	212	100	100	212	98.113	432
lcl|NC_000913.3_prot_NP_417219.1_2692	lcl|NC_017632.1_prot_WP_001136908.1_562	258	258	100	100	258	98.450	525
lcl|NC_000913.3_prot_NP_417220.1_2693	lcl|NC_017632.1_prot_WP_000104443.1_561	454	454	100	100	454	99.559	870
lcl|NC_000913.3_prot_NP_417221.1_2694	lcl|NC_017632.1_prot_WP_000081550.1_558	330	330	100	100	330	99.697	657
lcl|NC_000913.3_prot_NP_417222.1_2695	lcl|NC_017632.1_prot_WP_001272577.1_557	379	379	100	100	379	99.472	760
lcl|NC_000913.3_prot_NP_417223.1_2696	lcl|NC_017632.1_prot_WP_000254701.1_556	208	208	100	100	208	99.519	419
lcl|NC_000913.3_prot_NP_417224.1_2697	lcl|NC_017632.1_prot_WP_001295182.1_555	253	253	100	100	253	100.000	517
lcl|NC_000913.3_prot_NP_417225.1_2698	lcl|NC_017632.1_prot_WP_000568928.1_554	349	349	100	100	349	98.854	707
lcl|NC_000913.3_prot_NP_417226.1_2699	lcl|NC_017632.1_prot_WP_001219247.1_553	159	159	100	100	159	98.113	316
lcl|NC_000913.3_prot_NP_417227.1_2700	lcl|NC_017632.1_prot_WP_000246149.1_552	236	236	100	100	236	99.153	481
lcl|NC_000913.3_prot_NP_417228.1_2701	lcl|NC_017632.1_prot_WP_000517479.1_551	103	103	100	100	103	99.029	210
lcl|NC_000913.3_prot_NP_417229.1_2702	lcl|NC_017632.1_prot_WP_001246113.1_550	107	107	100	100	107	93.458	200
lcl|NC_000913.3_prot_NP_417230.1_2703	lcl|NC_017632.1_prot_WP_001173653.1_549	201	201	100	100	201	99.005	405
lcl|NC_000913.3_prot_NP_417231.1_2704	lcl|NC_017632.1_prot_WP_001090357.1_548	475	475	100	100	475	99.789	970
lcl|NC_000913.3_prot_NP_417232.1_2705	lcl|NC_017632.1_prot_WP_000372397.1_547	302	302	100	100	302	99.007	625
lcl|NC_000913.3_prot_NP_417233.1_2706	lcl|NC_017632.1_prot_WP_000490443.1_546	345	345	100	100	345	98.551	709
lcl|NC_000913.3_prot_NP_417242.1_2715	lcl|NC_017632.1_prot_WP_000039865.1_544	244	244	100	100	244	99.180	499
lcl|NC_000913.3_prot_NP_417243.1_2716	lcl|NC_017632.1_prot_WP_001290708.1_543	570	570	100	100	570	99.474	1175
lcl|NC_000913.3_prot_NP_417244.1_2717	lcl|NC_017632.1_prot_WP_000211914.1_542	599	599	100	100	599	98.998	1219
lcl|NC_000913.3_prot_NP_417245.1_2718	lcl|NC_017632.1_prot_WP_000108301.1_541	121	120	99	100	120	99.167	251
lcl|NC_000913.3_prot_NP_417246.4_2719	lcl|NC_017632.1_prot_WP_001331616.1_540	423	423	100	100	423	96.217	801
lcl|NC_000913.3_prot_NP_417247.2_2720	lcl|NC_017632.1_prot_WP_000109512.1_539	86	86	100	100	86	93.023	171
lcl|NC_000913.3_prot_NP_417248.1_2721	lcl|NC_017632.1_prot_WP_001130266.1_538	191	191	100	100	191	100.000	390
lcl|NC_000913.3_prot_NP_417249.4_2722	lcl|NC_017632.1_prot_WP_001331615.1_537	286	286	100	100	286	95.455	556
lcl|NC_000913.3_prot_NP_417251.2_2724	lcl|NC_017632.1_prot_WP_000147680.1_535	445	469	100	95	445	97.753	857
lcl|NC_000913.3_prot_YP_026183.1_2725	lcl|NC_017632.1_prot_WP_000059316.1_534	484	484	100	100	484	99.587	1005
lcl|NC_000913.3_prot_NP_417254.4_2726	lcl|NC_017632.1_prot_WP_000021344.1_533	261	261	100	100	261	98.467	533
lcl|NC_000913.3_prot_NP_417256.1_2728	lcl|NC_017632.1_prot_WP_000039726.1_531	492	492	100	100	492	97.561	1007
lcl|NC_000913.3_prot_NP_417257.1_2729	lcl|NC_017632.1_prot_WP_001199974.1_530	223	223	100	100	223	99.103	463
lcl|NC_000913.3_prot_NP_417259.1_2732	lcl|NC_017632.1_prot_WP_000036723.1_525	432	432	100	100	432	100.000	871
lcl|NC_000913.3_prot_NP_417260.1_2733	lcl|NC_017632.1_prot_WP_000210878.1_524	545	545	100	100	545	100.000	1125
lcl|NC_000913.3_prot_NP_417261.1_2734	lcl|NC_017632.1_prot_WP_001071648.1_523	263	263	100	100	263	100.000	539
lcl|NC_000913.3_prot_NP_417262.1_2735	lcl|NC_017632.1_prot_WP_000254750.1_522	111	111	100	100	111	99.099	230
lcl|NC_000913.3_prot_NP_417263.1_2736	lcl|NC_017632.1_prot_WP_000581937.1_521	82	82	100	100	82	100.000	164
lcl|NC_000913.3_prot_NP_417264.1_2737	lcl|NC_017632.1_prot_WP_000226817.1_520	744	744	100	100	744	99.866	1536
lcl|NC_000913.3_prot_NP_417265.1_2738	lcl|NC_017632.1_prot_WP_000046816.1_519	433	433	100	100	433	98.845	887
lcl|NC_000913.3_prot_NP_417266.1_2739	lcl|NC_017632.1_prot_WP_000186431.1_518	918	918	100	100	918	99.891	1880
lcl|NC_000913.3_prot_NP_417267.1_2740	lcl|NC_017632.1_prot_WP_000098250.1_517	446	446	100	100	446	99.327	923
lcl|NC_000913.3_prot_NP_417268.1_2741	lcl|NC_017632.1_prot_WP_000211789.1_516	446	446	100	100	446	98.430	912
lcl|NC_000913.3_prot_NP_417269.1_2742	lcl|NC_017632.1_prot_WP_000097082.1_515	450	450	100	100	450	99.778	896
lcl|NC_000913.3_prot_NP_417270.1_2743	lcl|NC_017632.1_prot_WP_000807752.1_514	149	149	100	100	149	98.658	303
lcl|NC_000913.3_prot_NP_417271.1_2744	lcl|NC_017632.1_prot_WP_000889984.1_513	260	260	100	100	260	99.615	528
lcl|NC_000913.3_prot_NP_417272.1_2745	lcl|NC_017632.1_prot_WP_000206982.1_512	109	109	100	100	109	97.248	213
lcl|NC_000913.3_prot_NP_417273.1_2746	lcl|NC_017632.1_prot_WP_000342431.1_511	181	181	100	100	181	100.000	378
lcl|NC_000913.3_prot_NP_417274.1_2747	lcl|NC_017632.1_prot_WP_000100430.1_510	282	282	100	100	282	98.936	583
lcl|NC_000913.3_prot_NP_417275.1_2748	lcl|NC_017632.1_prot_WP_000627995.1_509	454	454	100	100	454	100.000	934
lcl|NC_000913.3_prot_NP_417276.1_2749	lcl|NC_017632.1_prot_WP_000450473.1_508	429	429	100	100	429	99.767	860
lcl|NC_000913.3_prot_NP_417277.1_2750	lcl|NC_017632.1_prot_WP_000626404.1_507	455	455	100	100	455	99.780	939
lcl|NC_000913.3_prot_NP_417278.4_2751	lcl|NC_017632.1_prot_WP_001296330.1_506	251	251	100	100	251	99.203	519
lcl|NC_000913.3_prot_NP_417279.2_2752	lcl|NC_017632.1_prot_WP_001363011.1_505	382	382	100	100	382	99.215	771
lcl|NC_000913.3_prot_NP_417280.1_2753	lcl|NC_017632.1_prot_WP_000440772.1_504	215	215	100	100	215	99.070	442
lcl|NC_000913.3_prot_NP_417281.1_2754	lcl|NC_017632.1_prot_WP_000528588.1_503	438	438	100	100	438	99.543	884
lcl|NC_000913.3_prot_NP_417282.1_2755	lcl|NC_017632.1_prot_WP_000724161.1_502	591	591	100	100	591	99.662	1233
lcl|NC_000913.3_prot_NP_417283.2_2756	lcl|NC_017632.1_prot_WP_000808350.1_501	472	472	100	100	472	98.941	967
lcl|NC_000913.3_prot_NP_417284.1_2757	lcl|NC_017632.1_prot_WP_000920840.1_500	140	140	100	100	140	100.000	284
lcl|NC_000913.3_prot_NP_417285.1_2758	lcl|NC_017632.1_prot_WP_001305284.1_499	243	243	100	100	243	99.177	497
lcl|NC_000913.3_prot_NP_417286.1_2759	lcl|NC_017632.1_prot_WP_001045527.1_498	366	366	100	100	366	99.454	760
lcl|NC_000913.3_prot_NP_417287.1_2760	lcl|NC_017632.1_prot_WP_000203901.1_497	131	131	100	100	131	99.237	254
lcl|NC_000913.3_prot_NP_417288.1_2761	lcl|NC_017632.1_prot_WP_000044401.1_496	305	305	100	100	305	100.000	627
lcl|NC_000913.3_prot_NP_417289.2_2762	lcl|NC_017632.1_prot_WP_000750398.1_495	75	75	100	100	75	100.000	157
lcl|NC_000913.3_prot_NP_417290.1_2763	lcl|NC_017632.1_prot_WP_001555989.1_494	401	401	100	100	401	97.756	804
lcl|NC_000913.3_prot_NP_417291.1_2764	lcl|NC_017632.1_prot_WP_000184272.1_493	147	147	100	100	147	98.639	296
lcl|NC_000913.3_prot_NP_417292.1_2765	lcl|NC_017632.1_prot_WP_000117716.1_492	268	268	100	100	268	99.254	546
lcl|NC_000913.3_prot_NP_417293.1_2766	lcl|NC_017632.1_prot_WP_000678650.1_491	365	365	100	100	365	99.726	755
lcl|NC_000913.3_prot_NP_417294.4_2767	lcl|NC_017632.1_prot_WP_000016907.1_461	417	417	100	100	417	100.000	850
lcl|NC_000913.3_prot_NP_417295.1_2768	lcl|NC_017632.1_prot_WP_000237947.1_460	443	443	100	100	443	100.000	911
lcl|NC_000913.3_prot_NP_417296.1_2769	lcl|NC_017632.1_prot_WP_000775938.1_459	608	608	99	99	607	99.671	1238
lcl|NC_000913.3_prot_NP_417297.1_2770	lcl|NC_017632.1_prot_WP_014639714.1_458	1180	1180	100	100	1180	97.881	2375
lcl|NC_000913.3_prot_NP_417298.1_2771	lcl|NC_017632.1_prot_WP_001138098.1_457	962	962	100	100	962	99.168	1970
lcl|NC_000913.3_prot_NP_417299.1_2772	lcl|NC_017632.1_prot_WP_000946906.1_456	1122	1122	100	100	1122	99.287	2278
lcl|NC_000913.3_prot_NP_417300.1_2773	lcl|NC_017632.1_prot_WP_001276486.1_455	107	107	100	100	107	99.065	217
lcl|NC_000913.3_prot_NP_417301.4_2774	lcl|NC_017632.1_prot_WP_001078373.1_454	135	135	100	100	135	94.074	224
lcl|NC_000913.3_prot_NP_417302.1_2775	lcl|NC_017632.1_prot_WP_001144304.1_453	187	187	100	100	187	96.257	372
lcl|NC_000913.3_prot_NP_417303.1_2776	lcl|NC_017632.1_prot_WP_000857041.1_452	156	156	100	100	156	98.718	319
lcl|NC_000913.3_prot_NP_417304.1_2777	lcl|NC_017632.1_prot_WP_000816232.1_451	264	264	100	100	264	100.000	555
lcl|NC_000913.3_prot_NP_417305.1_2778	lcl|NC_017632.1_prot_WP_000204658.1_450	291	291	100	100	291	100.000	581
lcl|NC_000913.3_prot_NP_417306.1_2779	lcl|NC_017632.1_prot_WP_000957911.1_449	748	748	100	100	748	99.733	1514
lcl|NC_000913.3_prot_NP_417307.1_2780	lcl|NC_017632.1_prot_WP_000564489.1_448	176	176	100	100	176	100.000	365
lcl|NC_000913.3_prot_NP_417308.1_2782	lcl|NC_017632.1_prot_WP_000082183.1_447	229	229	100	100	229	98.690	457
lcl|NC_000913.3_prot_NP_417309.1_2783	lcl|NC_017632.1_prot_WP_000895624.1_446	237	237	100	100	237	100.000	466
lcl|NC_000913.3_prot_NP_417310.1_2784	lcl|NC_017632.1_prot_WP_000758655.1_445	72	72	100	100	72	100.000	149
lcl|NC_000913.3_prot_NP_417311.1_2785	lcl|NC_017632.1_prot_WP_001199299.1_444	346	346	100	100	346	99.422	716
lcl|NC_000913.3_prot_NP_417312.1_2786	lcl|NC_017632.1_prot_WP_000004601.1_443	397	397	100	100	397	98.741	775
lcl|NC_000913.3_prot_NP_417313.1_2787	lcl|NC_017632.1_prot_WP_000899024.1_442	719	719	100	100	719	99.166	1465
lcl|NC_000913.3_prot_NP_417314.1_2788	lcl|NC_017632.1_prot_WP_000201041.1_441	343	343	100	100	343	99.417	705
lcl|NC_000913.3_prot_NP_417315.1_2789	lcl|NC_017632.1_prot_WP_001120719.1_440	420	420	100	100	420	99.048	859
lcl|NC_000913.3_prot_NP_417316.1_2790	lcl|NC_017632.1_prot_WP_000741812.1_439	311	311	100	100	311	98.071	615
lcl|NC_000913.3_prot_NP_417317.1_2791	lcl|NC_017632.1_prot_WP_000848654.1_438	230	230	100	100	230	99.130	467
lcl|NC_000913.3_prot_NP_417318.1_2792	lcl|NC_017632.1_prot_WP_000256426.1_437	472	472	100	100	472	99.788	950
lcl|NC_000913.3_prot_NP_417319.1_2793	lcl|NC_017632.1_prot_WP_000603518.1_436	253	253	100	100	253	99.209	514
lcl|NC_000913.3_prot_NP_417320.1_2794	lcl|NC_017632.1_prot_WP_000383248.1_435	278	278	100	100	278	99.281	582
lcl|NC_000913.3_prot_NP_417321.2_2795	lcl|NC_017632.1_prot_WP_000656008.1_434	393	393	100	100	393	98.982	785
lcl|NC_000913.3_prot_NP_417322.1_2796	lcl|NC_017632.1_prot_WP_000065950.1_433	409	409	100	100	409	100.000	820
lcl|NC_000913.3_prot_NP_417341.4_2808	lcl|NC_017632.1_prot_WP_001272558.1_432	251	251	100	100	251	99.602	503
lcl|NC_000913.3_prot_NP_417342.1_2809	lcl|NC_017632.1_prot_WP_000388188.1_431	752	765	100	98	752	99.468	1556
lcl|NC_000913.3_prot_NP_417343.1_2810	lcl|NC_017632.1_prot_WP_000459221.1_430	292	292	100	100	292	96.575	585
lcl|NC_000913.3_prot_NP_417344.1_2811	lcl|NC_017632.1_prot_WP_001016595.1_429	159	159	100	100	159	98.113	319
lcl|NC_000913.3_prot_NP_417345.1_2812	lcl|NC_017632.1_prot_WP_000417822.1_428	592	592	100	100	592	98.986	1208
lcl|NC_000913.3_prot_YP_026185.1_2813	lcl|NC_017632.1_prot_WP_000859787.1_427	396	395	99	100	395	100.000	826
lcl|NC_000913.3_prot_NP_417347.1_2814	lcl|NC_017632.1_prot_WP_000110478.1_426	398	398	100	100	398	99.749	826
lcl|NC_000913.3_prot_NP_417348.1_2815	lcl|NC_017632.1_prot_WP_001107125.1_425	403	403	100	100	403	100.000	838
lcl|NC_000913.3_prot_NP_417349.4_2816	lcl|NC_017632.1_prot_WP_001264431.1_424	461	461	100	100	461	98.048	941
lcl|NC_000913.3_prot_NP_417350.1_2817	lcl|NC_017632.1_prot_WP_000037984.1_423	310	310	100	100	310	99.677	627
lcl|NC_000913.3_prot_NP_417351.1_2818	lcl|NC_017632.1_prot_WP_001020384.1_422	541	541	100	100	541	99.815	1096
lcl|NC_000913.3_prot_NP_417352.2_2819	lcl|NC_017632.1_prot_WP_000835686.1_421	256	256	100	100	256	96.094	511
lcl|NC_000913.3_prot_NP_417353.1_2820	lcl|NC_017632.1_prot_WP_001272860.1_420	192	192	100	100	192	98.438	397
lcl|NC_000913.3_prot_NP_417354.1_2821	lcl|NC_017632.1_prot_WP_000502375.1_419	1032	1032	100	100	1032	98.934	2141
lcl|NC_000913.3_prot_NP_417355.4_2822	lcl|NC_017632.1_prot_WP_000906236.1_418	442	442	100	100	442	97.738	900
lcl|NC_000913.3_prot_NP_417356.1_2823	lcl|NC_017632.1_prot_WP_000572439.1_417	259	259	100	100	259	98.456	521
lcl|NC_000913.3_prot_NP_417357.1_2824	lcl|NC_017632.1_prot_WP_000583654.1_416	956	956	100	100	956	99.686	1970
lcl|NC_000913.3_prot_NP_417358.2_2825	lcl|NC_017632.1_prot_WP_001280192.1_415	466	466	100	100	466	100.000	915
lcl|NC_000913.3_prot_NP_417359.1_2826	lcl|NC_017632.1_prot_WP_001296347.1_414	439	438	99	100	438	99.315	915
lcl|NC_000913.3_prot_YP_026186.1_2827	lcl|NC_017632.1_prot_WP_000012167.1_413	455	455	100	100	455	99.560	879
lcl|NC_000913.3_prot_NP_417362.4_2828	lcl|NC_017632.1_prot_WP_000838415.1_412	162	162	100	100	162	98.148	318
lcl|NC_000913.3_prot_NP_417363.2_2829	lcl|NC_017632.1_prot_WP_001363023.1_411	639	639	100	100	639	98.748	1311
lcl|NC_000913.3_prot_NP_417364.2_2830	lcl|NC_017632.1_prot_WP_001555994.1_410	482	482	100	100	482	99.585	956
lcl|NC_000913.3_prot_YP_002791254.1_2831	lcl|NC_017632.1_prot_WP_001050745.1_409	41	41	100	100	41	97.561	77.8
lcl|NC_000913.3_prot_YP_009518812.1_2832	lcl|NC_017632.1_prot_WP_120795390.1_408	23	23	100	100	23	100.000	48.9
lcl|NC_000913.3_prot_NP_417365.1_2833	lcl|NC_017632.1_prot_WP_001192798.1_407	182	182	100	100	182	97.253	372
lcl|NC_000913.3_prot_NP_417366.1_2834	lcl|NC_017632.1_prot_WP_000003071.1_406	505	505	100	100	505	100.000	1038
